,ID-ORDER,datetime,Q1a_lang1,Q2-1_Meetings_Freq,Q2-1_Meetings_Import,Q2-1_Meetings_Eng,Q2-1_Meetings_LES, Q2-2_PreparedStats_Freq,Q2-2_PreparedStats_Import,Q2-2_PreparedStats_Eng,Q2-2_PreparedStats_LES,Q2-3_PublicInter_Freq,Q2-3_PublicInter_Import,Q2-3_PublicInter_Eng,Q2-3_PublicInter_LES,Q2-4_SocialConv_Freq,Q2-4_SocialCon_Import,Q2-4_SocialCon_Eng,Q2-4_SocialCon_LES,Q2-5_CommPhone_Freq,Q2-5_CommPhone_Import,Q2-5_CommPhone_Eng,Q2-5_CommPhone_LES,Q2-6_ElicitGather_Freq,Q2-6_ElicitGather_Import,Q2-6_ElicitGather_Eng,Q2-6_ElicitGather_LES,Q2-7_SocialMedia_Freq,Q2-7_SocialMedia_Import,Q2-7_SocialMedia_Eng,Q2-7_SocialMedia_LES,Q2-8_EmailText_Freq,Q2-8_EmailText_Import,Q2-8_EmailText_Eng,Q2-8_EmailText_LES,Q2-9_MonitPubSpoken_Freq,Q2-9_MonitPubSpoken_Import,Q2-9_MonitPubSpoken_Eng,Q2-9_MonitPubSpoken_LES,Q2-10_MonitBroadcast_Freq,Q2-10_MonitBroadcast_Import,Q2-10_MonitBroadcast_Eng,Q2-10_MonitBroadcast_LES,Q2-11_GiveInstruct_Freq,Q2-11_GiveInstruct_Import,Q2-11_GiveInstruct_Eng,Q2-11_GiveInstruct_LES,Q2-12_MakeRequest_Freq,Q2-12_MakeRequest_Import,Q2-12_MakeRequest_Eng,Q2-12_MakeRequest_LES,Q2-13_Negotiate_Freq,Q2-13_Negotiate_Import,Q2-13_Negotiate_Eng,Q2-13_Negotiate_LES,Q2-14_Services_Freq,Q2-14_Services_Import,Q2-14_Services_Eng,Q2-14_Services_LES,Q2-15_SchedOrganize_Freq,Q2-15_SchedOrganize_Import,Q2-15_SchedOrganize_Eng,Q2-15_SchedOrganize_LES,Q2-16_Travel_Freq,Q2-16_Travel_Import,Q2-16_Travel_Eng,Q2-16_Travel_LES,Q2-17_WriteCorresp_Freq,Q2-17_WriteCorresp_Import,Q2-17_WriteCorresp_Eng,Q2-17_WriteCorresp_LES,Q2-18_SpeakExtempor_Freq,Q2-18_SpeakExtempor_Import,Q2-18_SpeakExtempor_Eng,Q2-18_SpeakExtempor_LES,Q2-19_ReadJobDocs_Freq,Q2-19_ReadJobDocs_Import,Q2-19_ReadJobDocs_Eng,Q2-19_ReadJobDocs_LES,Q2-20_Translate_Freq,Q2-20_Translate_Import,Q2-20_Translate_Eng,Q2-20_Translate_LES,Q2-21_Interpret_Freq,Q2-21_Interpret_Import,Q2-21_Interpret_Eng,Q2-21_Interpret_LES,Q2-22_MonitSpokenAccu_Freq,Q2-22_MonitSpokenAccu_Import,Q2-22_MonitSpokenAccu_Eng,Q2-22_MonitSpokenAccu_LES,Q2-23_ReviewEdit_Freq,Q2-23_ReviewEdit_Import,Q2-23_ReviewEdit_Eng,Q2-23_ReviewEdit_LES,Q2-24_Shop_Freq,Q2-24_Shop_Import,Q2-24_Shop_Eng,Q2-24_Shop_LES,Q2-25_OrderFood_Freq,Q2-25_OrderFood_Import,Q2-25_OrderFood_Eng,Q2-25_OrderFood_LES,Q2-26_Children_Freq,Q2-26_Children_Import,Q2-26_Children_Eng,Q2-26_Children_LES,Q2-27_Leisure_Freq,Q2-27_Leisure_Import,Q2-27_Leisure_Eng,Q2-27_Leisure_LES,Comments_Ratings,Translation_aids,Add_tasks,PostnRelabel,Bureau,Org Name,Country,Emp Grade,EmpGradeRank,Lang Cd,Emp Speak Proficiency 1,Speak Proficiency Plus,Emp Read Proficiency 1,Read Proficiency Plus,Postn Lang 1 Sp/Rd,Postn Lang 1 Sp,Postn Lang 1 Rd
423,NA00434,2017-08-15 11:03:00,Spanish,Every few months,Important,,yes,Never - not applicable,Not applicable,,,Monthly,Important,,,Monthly,Important,,,Daily,Very important,,,Daily,Very important,,,Monthly,Slightly important,,,Daily,Very important,,,Monthly,Important,,,Weekly,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Important,,,Monthly,Slightly important,,,Monthly,Important,,,Weekly,Important,,,Weekly,Important,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Weekly,Important,,,Weekly,Slightly important,,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,,I use SpanishDict when out (there is no data network or WiFi where I live) and I use WordReference to look up words while conducting consular interviews (not often or even daily).,,Customer Service,WHA,HAVANA,CUBA,03,MID,QB,3.0,,3.0,0.5,QB,3,3
424,NA00435,2017-08-15 11:01:00,Arabic,Every few months,Slightly important,yes,,Never - not applicable,Not important,yes,,Never - not applicable,Not important,yes,,Monthly,Slightly important,yes,,Every few months,Slightly important,yes,,Every few months,Slightly important,yes,,Daily,Important,yes,,Never - not applicable,Not important,yes,,Monthly,Slightly important,yes,,Daily,,,,Never - not applicable,,yes,,Never - not applicable,,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,yes,,Every few months,,yes,,Never - not applicable,,yes,,Every few months,,yes,,Every few months,,,,Never - not applicable,,,,Every few months,,,,Weekly,,,,,,,,Every few months,,yes,,,,yes,,,,yes,,Monthly,,yes,,most clerks in stores/restaurants are third-country nationals so transactions are done in English,,,Operations,NEA,MANAMA,BAHRAIN,02,MID,AD,3.0,,3.0,,AD,3,3
425,NA00436,2017-08-15 10:19:00,Latvian,Monthly,Very important,,yes,Never - not applicable,,,,Monthly,Slightly important,,,Monthly,Important,,,Daily,Important,,,Daily,Very important,,,Daily,Important,,,Daily,Important,,,Monthly,Slightly important,,,Daily,Important,,,Daily,,yes,,Daily,,yes,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,yes,,Daily,Important,,,Weekly,Important,no,yes,Monthly,Important,,,Daily,Important,,,Daily,,,yes,Never - not applicable,,,,Never - not applicable,,,,Weekly,Very important,,,Weekly,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Very important,,,,grocery shopping.,,Customer Service,EUR,RIGA,LATVIA,03,MID,LE,3.0,0.5,3.0,,LE,3,3
426,NA00437,2017-08-15 09:56:00,French,Weekly,Very important,,,Every few months,Very important,,yes,Every few months,Important,,,Monthly,Important,,,Weekly,Important,,,Weekly,Very important,,,Every few months,Important,,,Weekly,Important,,yes,Monthly,Slightly important,,,Daily,Very important,,,Daily,Important,yes,,Daily,Important,,,Every few months,Very important,,yes,Every few months,Important,,yes,Every few months,Slightly important,yes,,Every few months,Important,,yes,Every few months,Important,,yes,Weekly,Slightly important,,,Daily,Very important,,,Weekly,Slightly important,,,Never - not applicable,,,,Never - Can't do in the language,,,,Every few months,Important,,yes,Daily,Slightly important,,,Weekly,Slightly important,,,Daily,Slightly important,,,Monthly,Important,,,,checking certain phrases in news and other documents; checking my written communications if short and not official or don't have time to verify with LES,"reading protest signs, politically motivated T-shirts, and graffiti; all of which tend to be short, colloquial and often just seen in a flash",Customer Service,WHA,PORT AU PRINCE,HAITI,OC,SENIOR,FR,3.0,,3.0,,FR,3,3
427,NA00438,2017-08-15 09:54:00,Spanish,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Slightly important,yes,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Not applicable,,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,yes,,Weekly,Slightly important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,,,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Every few months,Slightly important,,,Monthly,Slightly important,,,Never - not applicable,Not applicable,,,Monthly,Slightly important,,,"I am a consular officer.  I find this survey to be incredibly odd, in that the vast majority of people who learn Spanish at FSI learn the language to do a consular job, and yet there's not one question about whether consular officers feel like their language skills are sufficient.  ","I use google translate to help understand emails written by local staff in Spanish.  I use google translate to check my responses in Spanish before sending them.  But usually, I ask a local staff to review my Spanish or to interpret Spanish that I can't understand. ","I am a consular officer.  I interview applicants every day.  There's not one question about this job, or the skills needed to do this job, on this survey. ",Customer Service,WHA,CIUDAD JUAREZ,MEXICO,04,ENTRY,QB,3.0,,3.0,,QB,3,3
428,NA00439,2017-08-15 09:10:00,French,Every few months,Not important,,yes,Never - Can't do in the language,Not important,yes,yes,Never - Can't do in the language,Slightly important,yes,yes,Never - Can't do in the language,Slightly important,yes,yes,Never - Can't do in the language,Slightly important,yes,,Never - Can't do in the language,Important,yes,yes,Never - not applicable,Not applicable,,,Never - Can't do in the language,Not important,,,Every few months,Slightly important,no,yes,Monthly,Important,,yes,Weekly,Very important,,yes,Weekly,Important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Every few months,Not important,yes,yes,Never - not applicable,Not applicable,,,Never - Can't do in the language,Not important,,,Weekly,Very important,,yes,Never - Can't do in the language,Slightly important,no,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Slightly important,,,Never - Can't do in the language,Slightly important,,yes,Monthly,Important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,"The program was designed to teach the learner how to discuss climate change and other issues equally useless for day to day activity.  Regularly, I requested to be taught how to interact with the personnel I would work with on a daily basis - security and law enforcement.  I was repeatedly told that the program is designed for all and didn't allow a lot of room for deviation.  Fortunately, my primary language instructor attempted to address my specific needs and his supervisor allowed him the flexibility to do so.   If I had the training to do over again, I would have tried to express more strongly the challenges I have learning languages and focus on the specific needs of my job rather than spending time learning to converse about topics which are not relevant to my job.One thing I would like to stress is that my learning consultant, language supervisor and primary instructor, after understanding my specific limitations and needs, attempted to work with me as best as they could within the confines of the program.  The program should allow them more flexibility to work with the student.",,I would like to be more familiar with the language used in day to day interaction with the local guards and also with host nation security and law enforcement personnel.,Security,AF,BANGUI,CENTRAL AFRICAN REPUBL,03,MID,FR,2.0,0.5,3.0,,FR,3,2
429,NA00440,2017-08-15 08:27:00,Spanish,Never - not applicable,,no,,Every few months,Slightly important,,yes,Every few months,Slightly important,,,Daily,Important,,,Monthly,Slightly important,,,Daily,Very important,,,Every few months,Important,,,Weekly,Important,yes,,Never - not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Customer Service,WHA,MONTERREY,MEXICO,06,ENTRY,QB,3.0,,3.0,,QB,3,3
430,NA00441,2017-08-15 08:05:00,Spanish,Daily,Very important,,,Monthly,Important,,,Every few months,Slightly important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Very important,,,Daily,Important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Daily,Important,yes,,Monthly,Important,yes,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,,yes,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,,I will use google translate to skim longer documents if I only need to understand the basic concept. ,,Operations,WHA,BOGOTA,COLOMBIA,02,MID,QB,3.0,,3.0,,QB,3,3
431,NA00442,2017-08-15 08:03:00,French,Daily,Important,yes,,Weekly,,yes,,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Weekly,Important,yes,,Weekly,Important,yes,,Never - not applicable,Not applicable,yes,,Weekly,Important,yes,,Weekly,Important,yes,,Daily,Important,yes,,Monthly,Important,yes,,Monthly,Important,yes,,Monthly,Very important,yes,,Never - not applicable,Not applicable,yes,,Monthly,Important,yes,,Monthly,Important,yes,,Daily,Important,yes,,Weekly,Important,yes,,Daily,Important,yes,,Never - not applicable,Not applicable,yes,,Never - not applicable,Not applicable,yes,,Every few months,Important,yes,,Every few months,Important,yes,,Weekly,Important,no,,Weekly,Important,no,,Weekly,Important,no,,Weekly,Important,no,,"Since I conduct most of my work at the UN, the working language is English though I often informally use French and Spanish to communicate",Writing,,Floater,EUR,GENEVA ,SWITZERLAND,02,MID,FR,3.0,,3.0,,FR,3,3
432,NA00443,2017-08-15 07:55:00,Ukrainian,Every few months,Important,,yes,Every few months,Slightly important,yes,,Never - not applicable,,,,Daily,Slightly important,yes,,Every few months,Slightly important,yes,,Never - not applicable,,,,Never - not applicable,,,,Monthly,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Daily,Very important,yes,,Daily,Very important,yes,,Every few months,Very important,,yes,Daily,Very important,,yes,Weekly,Important,yes,,Daily,Important,yes,,Weekly,Very important,,yes,Never - not applicable,,,,Weekly,Very important,,yes,Monthly,Very important,,yes,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,yes,,Weekly,Slightly important,yes,,Weekly,Slightly important,,,Weekly,Slightly important,,,Most of the official documents are in Ukrainian and too technical even if written in English and thus I will need LE staff help.I usually only need to use Ukrainian when in a taxi or other local places.  Ukrainians are so happy to see an American who can attempt to speak Ukrainian vice Russian even if the Ukrainian is not 100% correct.,text messages,none.,Manager,EUR,KYIV,UKRAINE,02,MID,UK,1.0,0.5,2.0,,UK,3,3
433,NA00444,2017-08-15 07:43:00,Albanian,Weekly,Very important,yes,,Weekly,Very important,,,Monthly,Very important,,yes,Daily,Important,,,Every few months,Slightly important,,,Every few months,Important,,,Monthly,Slightly important,,,Daily,Important,yes,,Daily,Important,,,Daily,Very important,,,Never - not applicable,Very important,yes,,Daily,Very important,yes,,Every few months,Important,yes,yes,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,,yes,Monthly,Slightly important,,yes,Weekly,Very important,,,Monthly,Important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Important,yes,,Daily,Important,,,Daily,Important,,,Monthly,Important,,,Every few months,Slightly important,,,,"some news articles or social media posts, if LES are not available. ",,Social Media,EUR,TIRANA,ALBANIA,03,MID,AB,3.0,,3.0,,AB,3,3
434,NA00445,2017-08-15 07:43:00,Arabic,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,yes,,Daily,Very important,,yes,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,yes,Never - not applicable,Not applicable,,,Daily,Very important,,,Monthly,Important,,yes,Daily,Very important,,yes,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,yes,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,Daily,Very important,,,"My language scores were not objective.  I am a native speaker of Arabic, as is my EFM spouse--who lived all his life in an Arab country and completed graduate-level education and worked as a translator and interpreter--and still both of us received 3/3 and 4/4 scores, respectively.  I was tested by the same examiner both times I took the Arabic test, and both times she explicitly said that because I did not take any Arabic training at FSI, that she could not give me a higher score.  Regarding French--I am the spokesperson of my embassy and regularly appeal on national and international media outlets, where I am explain U.S. policy in French.  I do so with ease and minimal mistakes, yet according to the French Department I only speak French at the level of 2+.  This is unacceptable and not reflective of the reality, and I am not the only Foreign Service Officer who has zero confidence in language training and testing at FSI.",,,Social Media,NEA,ALGIERS,ALGERIA,03,MID,AD,3.0,,3.0,,FR,3,3
435,NA00446,2017-08-15 07:38:00,Spanish,Every few months,Important,,,Every few months,Important,,,Every few months,Important,,,Every few months,Slightly important,,,Weekly,Important,,,Daily,Very important,,,Never - not applicable,,,,Weekly,Important,,,Never - not applicable,,,,Weekly,Slightly important,,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,,,,Never - not applicable,,,,Every few months,Very important,,,Never - not applicable,,,,Monthly,Important,yes,,Never - Can't do in the language,,,,Weekly,Slightly important,,,Every few months,Not important,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Important,,,Daily,Important,,,Monthly,Slightly important,,,Most of the refinement of using Spanish has been acquired at post. As a consular officer I engage with local staff daily on procedures and with the public during interviews.  I occasionally represent the Mission at formal events and have coordinated large events for the mission including the Fourth of July and high level visits.,translate.com,no,Customer Service,WHA,HAVANA,CUBA,04,ENTRY,QB,3.0,,3.0,,QB,3,3
436,NA00447,2017-08-15 07:17:00,Arabic,Daily,Important,yes,yes,Monthly,Slightly important,yes,yes,Daily,Important,no,,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,yes,Weekly,Important,,yes,Daily,Very important,yes,,Weekly,,,,Daily,Important,,,Daily,Very important,,,Daily,Important,yes,,Monthly,Very important,yes,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Weekly,Important,,,Daily,Very important,yes,,Daily,Very important,,,Daily,Very important,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,,Daily,Very important,yes,,Daily,Slightly important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,no,,"There is an academic focus to language learning and there is a practical focus to language learning.  I prefer a bit of both, but felt that my FSI experience was top heavy with a focus on the academic.  Simple engagements in local language - how's the family, weather, how much does this cost, etc - are always going to have value.  People like hearing their language spoken by someone not from their country.  It shows that you cared enough to try and learn.  However, I don't think I should ever be negotiating a treaty or an agreement for the United States in a foreign language.  I'd require a language level that I would only get from reaching a native level of lanugage.  ",,"Friendly banter with local staff that builds rapport and a sense of team.  By and large language is a tool for diplomats; non native speakers will rarely get enough language training to become a native speaker, but everyone should have access to enough language to engage in basics with their staff and their contacts.  It's invaluable. ",Customer Service,NEA,MUSCAT,OMAN,04,ENTRY,AD,2.0,0.5,2.0,0.5,AD,2,1
437,NA00448,2017-08-15 06:55:00,French,Weekly,Important,,,Monthly,Important,,yes,Weekly,Slightly important,,,Daily,Not important,,,Weekly,Very important,,,Monthly,Very important,,yes,Monthly,Not important,yes,,Weekly,Important,yes,,Monthly,Important,,,Daily,Slightly important,,,Daily,Very important,yes,,Daily,Very important,yes,,Monthly,Important,,yes,Every few months,Slightly important,,,Monthly,Important,yes,,Every few months,Important,,,Daily,Very important,yes,,Daily,Important,,,Weekly,Important,,,Monthly,Important,,yes,Every few months,Not important,,yes,Never - not applicable,Not applicable,,,Weekly,Important,yes,,Weekly,Very important,,,Weekly,Important,,,Weekly,Important,,,Monthly,Important,,,,google translate primarily. ,,Manager,AF,LIBREVILLE,GABON,02,MID,FR,2.0,,2.0,,FR,3,3
438,NA00449,2017-08-15 06:09:00,Bulgarian,Monthly,Very important,,,Every few months,Very important,,,Monthly,Important,,,Daily,Important,,,Monthly,Slightly important,,,Weekly,Very important,,,Never - not applicable,,,,Daily,Slightly important,,,Monthly,Very important,,,Daily,Slightly important,,,Daily,Important,yes,,Daily,Important,yes,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Weekly,Slightly important,,,Every few months,,yes,,Never - not applicable,,,,Weekly,Important,,,Every few months,Slightly important,,,Every few months,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,,,,Weekly,,,,Monthly,,,,Weekly,,,,I scored a 4/4 and am able to understand professional meetings and social events without interpretation/provide summary for others. I read newspapers and novels in Bulgarian and write informal emails.  I have appeared on camera regarding consular topics but prepare my Bulgarian comments in advance.  I am able to navigate my way around the country and conduct errands without interpretation and can interact in social settings (but my language style is awkward for that purpose).  ,Sometimes for checking informal email language.,,Customer Service,EUR,SOFIA,BULGARIA,02,MID,BU,4.0,,4.0,,BU,3,3
439,NA00450,2017-08-15 06:02:00,Chinese (Mandarin),Daily,Very important,yes,,Never - not applicable,,,,Every few months,Important,yes,yes,Every few months,Important,yes,,Never - not applicable,,,,Weekly,Very important,,yes,Never - not applicable,,,,Daily,Very important,yes,,Monthly,Very important,yes,,Never - not applicable,,,,Every few months,Important,yes,yes,Daily,Very important,yes,yes,Every few months,Very important,yes,yes,Daily,Very important,yes,yes,Monthly,Very important,yes,yes,Daily,Very important,no,no,Weekly,Very important,yes,yes,Never - Can't do in the language,,,,Monthly,Slightly important,,yes,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Weekly,Very important,yes,yes,Daily,Very important,,,Daily,Very important,,,Weekly,Very important,,,Weekly,Very important,,,"I use Chinese outside of work every single day, and it makes my life so much better than if I didn't have any Chinese at all. However, as a GSO, I honestly don't use Chinese at work very much. Or when I do, it is usually done with LES assistance.",Reading short emails in Chinese from outside vendors and suppliers.,No,Manager,EAP,SHANGHAI,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,2.0,,CM,2,1
440,NA00451,2017-08-15 05:57:00,Chinese (Mandarin),Daily,Important,yes,yes,Weekly,Very important,yes,,Every few months,Important,yes,yes,Monthly,Important,yes,yes,Monthly,Important,yes,,Every few months,Important,yes,yes,Daily,Important,yes,yes,Daily,Very important,yes,,Every few months,Slightly important,yes,,Never - Can't do in the language,Not applicable,,,Daily,Very important,yes,,Daily,Very important,yes,yes,Never - Can't do in the language,Very important,,yes,Never - not applicable,,,,Weekly,Very important,yes,yes,Weekly,Very important,yes,yes,Every few months,Important,yes,yes,Never - Can't do in the language,Very important,,,Daily,Very important,yes,yes,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Very important,,,Daily,Very important,yes,yes,Daily,Very important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Slightly important,,,"Many of the task that I do in English would be better if I could do them in Chinese, but my language skills are not sufficient to do this.  So often interaction and information is very shallow.","Email, text messages, occasionally getting gist from document.",,Social Media,EAP,BEIJING,PEOPLES REP OF CHINA,03,MID,CM,2.0,,2.0,,CM,2,1
441,NA00452,2017-08-15 05:25:00,Russian,Weekly,Important,,,Every few months,Important,,,Weekly,Very important,,,Monthly,Important,,,Monthly,Slightly important,,,Monthly,Important,,,Daily,Important,,yes,Daily,Slightly important,,,Monthly,Slightly important,,,Daily,Very important,,,Monthly,Slightly important,,,Monthly,Slightly important,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Never - not applicable,,,,Weekly,Important,,,Weekly,Important,,yes,Daily,Slightly important,,,Daily,Very important,,,Never - not applicable,,,,Every few months,Slightly important,,,Every few months,Slightly important,,,Daily,Very important,,,Weekly,Slightly important,,,Weekly,Slightly important,,,Daily,Slightly important,,,Daily,Slightly important,,,"Uzbek is also important, but I do not speak/understand it.",,"Directions - how to get to a place by car on foot, etc. (important, many people coming out of FSI cannot do this.)",Social Media,SCA,TASHKENT        ,UZBEKISTAN,03,MID,RU,3.0,,3.0,,RU,3,3
442,NA00453,2017-08-15 05:02:00,Albanian,Weekly,Important,yes,,Every few months,Important,yes,,Never - not applicable,,,,Weekly,Slightly important,,,Weekly,Important,,,Weekly,Important,yes,,Never - not applicable,,,,Weekly,Slightly important,,,Never - not applicable,,,,Weekly,Slightly important,,,Weekly,Slightly important,yes,,Weekly,Slightly important,yes,,Monthly,Important,,yes,Never - not applicable,,,,Never - not applicable,,,,Weekly,Not important,,,Daily,,yes,,Weekly,Slightly important,,,Weekly,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Never - not applicable,,,,Daily,Not important,,,Daily,Slightly important,,,Daily,Important,,,Daily,Important,,,,,,Operations,EUR,TIRANA,ALBANIA,03,MID,AB,2.0,,2.0,,AB,2,2
443,NA00454,2017-08-15 04:45:00,Albanian,Weekly,Very important,,yes,Every few months,Important,,,Weekly,Very important,,,Daily,Very important,,,Weekly,Important,,,Daily,Very important,,,Every few months,Important,,,Monthly,Important,,yes,Every few months,Important,,yes,Monthly,Important,,yes,Daily,Very important,,yes,Daily,Very important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Every few months,Slightly important,,,Daily,Important,,,Weekly,Very important,,yes,Daily,Very important,,,Daily,Very important,,yes,Monthly,Important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Daily,Very important,,yes,Daily,Important,,,Daily,Very important,,,Monthly,Important,,,Daily,Very important,,,"Albanian-language skills are essential to enable me to perform work-related tasks in the Consular section on a daily basis.  An officer could not function properly in my position without a high level of Albanian language proficiency.  However, although written documents are in the Standard Albanian taught at FSI, all spoken interactions are in the local Gheg dialect, which is extremely different and difficult to understand if only taught Standard Albanian.  In my day-to-day interactions with Kosovars, I understand only between 10 and 80% of what is being said, depending on the person's age, education level, and city of origin (and this is with a 3+/3+ in Standard Albanian).  FSI students learning Albanian MUST have a crash course in understanding spoken Gheg dialect before arriving at Post if they are to be useful/effective in their jobs.","I use Google Translate when conducting visa interviews if I come across an unfamiliar word, or when reviewing legal documents to ensure accuracy in the translation.",No.,Customer Service,EUR,PRISTINA,KOSOVO,02,MID,AB,3.0,0.5,3.0,0.5,AB,3,3
444,NA00455,2017-08-15 04:38:00,Chinese (Mandarin),Daily,Very important,,yes,Never - Can't do in the language,Slightly important,,,Every few months,Slightly important,yes,,Every few months,Slightly important,yes,,Monthly,Important,,yes,Daily,Very important,,,Never - not applicable,Not applicable,,,Daily,Very important,yes,,Every few months,Slightly important,yes,,Daily,Slightly important,,,Daily,Very important,yes,,Daily,Very important,yes,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Monthly,Important,yes,,Daily,Very important,,,Monthly,Very important,yes,,Every few months,Important,yes,,Daily,Very important,,,Never - Can't do in the language,Not applicable,,,Never - Can't do in the language,Not applicable,,,Daily,Very important,,yes,Never - Can't do in the language,Not applicable,,,Daily,Important,,,Daily,Important,,,Daily,Important,,,Weekly,Important,,,"The testing and teaching style of FSI doesn't seem appropriate. Consular line officers require a higher level of proficiency (especially pronunciation and fluency) on a more narrow range of topics. Consular managers require a degree of ""courtesy"" language, not a full program. Note that this is the reverse of what happens now.",Reading Chinese news reports. ,"Consular adjudications, in-depth interviews, etc. ",Customer Service,EAP,GUANGZHOU,PEOPLES REP OF CHINA,04,ENTRY,CM,2.0,,2.0,,CM,2,1
445,NA00456,2017-08-15 04:20:00,French,Daily,Important,,yes,Never - Can't do in the language,,,,Never - Can't do in the language,,,,Daily,Important,,yes,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Very important,,yes,Weekly,Important,,yes,Never - not applicable,Not applicable,,,Never - Can't do in the language,Very important,,yes,Never - Can't do in the language,Very important,,yes,Never - not applicable,Not applicable,,,Never - Can't do in the language,Very important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - not applicable,Not applicable,,,Never - not applicable,Not applicable,,,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Slightly important,,yes,Never - Can't do in the language,Very important,,yes,Daily,Important,,yes,Never - Can't do in the language,Important,,yes,Never - Can't do in the language,Important,,yes,"I knew more French coming out of high school 40 years ago than I do now.  FSI instruction was loose to say the least.  Yes, the big brains say that this is the new method and people learn faster.  They also forget faster.  Now, after quite a few months in FSI French class, I have to think my way through each sentence.  Getting through a sentence should be second nature.  DLI sounds like a much better program.",I don't use any.  I'm always on foot.,,Manager,AF,KINSHASA,DEM REP OF CONGO,03,MID,FR,2.0,,2.0,,FR,2,2
